,Province/States,Country/Region,WHO region,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020
167,,Honduras,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,8.0,8.0,9.0,12.0,24.0,24.0,26.0,30.0,30.0,52.0,52.0,67.0,67.0,110.0,139.0,139.0,172.0,219.0
168,,Paraguay,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,5.0,5.0,6.0,6.0,8.0,9.0,9.0,11.0,11.0,13.0,18.0,22.0,22.0,27.0,41.0,41.0,52.0,56.0,59.0,64.0,65.0,69.0,77.0
169,,Guatemala,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,6.0,9.0,12.0,12.0,18.0,20.0,21.0,24.0,24.0,25.0,32.0,34.0,36.0,36.0,39.0,47.0
170,,Jamaica,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,8.0,10.0,10.0,12.0,13.0,15.0,16.0,16.0,19.0,19.0,21.0,26.0,26.0,26.0,30.0,32.0,36.0,36.0,38.0,44.0
171,,Barbados,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,5.0,5.0,17.0,18.0,18.0,18.0,24.0,24.0,26.0,33.0,33.0,33.0,45.0
172,,El Salvador,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,5.0,13.0,13.0,13.0,19.0,24.0,30.0,30.0,32.0,41.0
173,,Dominica,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
174,,Bahamas,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,9.0,10.0,10.0,14.0,14.0,15.0,21.0
175,,Haiti,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,7.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,16.0,16.0
176,,Suriname,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
177,,Antigua and Barbuda,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
178,,Grenada,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0
179,,Guyana,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,12.0,19.0,19.0
180,,Nicaragua,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0
181,,Saint Lucia,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,9.0,9.0,13.0,13.0
182,,Belize,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
183,,Saint Kitts and Nevis,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,2.0,8.0,8.0,8.0
184,,Saint Vincent and the Grenadines,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
185,,Guadeloupe,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,18.0,18.0,33.0,45.0,51.0,51.0,56.0,62.0,73.0,76.0,76.0,96.0,96.0,96.0,106.0,114.0,125.0,128.0
186,,Martinique,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,4.0,6.0,10.0,15.0,16.0,16.0,23.0,32.0,32.0,32.0,32.0,53.0,57.0,66.0,66.0,93.0,93.0,105.0,111.0,119.0,128.0,131.0
187,,Puerto Rico,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,5.0,6.0,14.0,21.0,23.0,31.0,39.0,51.0,64.0,64.0,64.0,64.0,174.0,239.0,286.0,316.0
188,,Aruba,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,5.0,5.0,5.0,8.0,9.0,12.0,19.0,19.0,28.0,46.0,46.0,50.0,55.0,55.0,60.0
189,,French Guiana,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,6.0,1.0,7.0,7.0,7.0,7.0,11.0,15.0,15.0,15.0,18.0,20.0,23.0,28.0,28.0,31.0,31.0,31.0,43.0,46.0,51.0,55.0
190,,Bermuda,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,6.0,6.0,7.0,7.0,15.0,17.0,22.0,22.0,27.0,32.0,32.0
191,,United States Virgin Islands,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,6.0,6.0,17.0,17.0,17.0,17.0,17.0,17.0,22.0,30.0,30.0,30.0,33.0
192,,Saint Martin,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,8.0,8.0,11.0,11.0,12.0,6.0,6.0,18.0,18.0,21.0,22.0
193,,Cayman Islands,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,12.0,12.0,14.0,22.0
194,,Curaao,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,11.0,11.0,11.0,11.0
195,,Montserrat,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
196,,Saint Barthlemy,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
197,,Sint Maarten,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,6.0,6.0,18.0
198,,Anguilla,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
199,,British Virgin Islands,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
200,,Turks and Caicos Islands,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0
201,,South Africa,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,7.0,7.0,13.0,17.0,17.0,38.0,51.0,62.0,62.0,116.0,150.0,205.0,240.0,274.0,402.0,554.0,709.0,927.0,1170.0,1187.0,1280.0,1326.0,1353.0,1380.0,1462.0
202,,Algeria,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,12.0,12.0,17.0,17.0,20.0,20.0,20.0,25.0,25.0,26.0,37.0,49.0,60.0,60.0,72.0,82.0,94.0,94.0,201.0,231.0,264.0,264.0,305.0,367.0,409.0,454.0,511.0,584.0,847.0,986.0
203,,Burkina Faso,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,15.0,20.0,26.0,40.0,40.0,72.0,75.0,99.0,114.0,146.0,146.0,146.0,146.0,222.0,246.0,261.0,261.0,261.0
204,,Cte dIvoire,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,6.0,6.0,9.0,9.0,9.0,9.0,25.0,25.0,72.0,80.0,80.0,92.0,140.0,165.0,169.0,169.0,190.0,190.0
205,,Ghana,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,6.0,6.0,6.0,9.0,11.0,16.0,19.0,24.0,27.0,53.0,68.0,132.0,137.0,137.0,152.0,152.0,152.0,195.0,204.0
206,,Senegal,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,21.0,26.0,27.0,27.0,36.0,38.0,38.0,56.0,67.0,79.0,86.0,99.0,105.0,119.0,119.0,142.0,162.0,175.0,190.0,195.0
207,,Mauritius,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,12.0,12.0,12.0,36.0,42.0,47.0,81.0,96.0,102.0,102.0,107.0,143.0,154.0,169.0
208,,Cameroon,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,10.0,15.0,22.0,27.0,40.0,72.0,72.0,70.0,75.0,75.0,91.0,113.0,139.0,139.0,139.0,246.0
209,,Democratic Republic of the Congo,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,7.0,14.0,14.0,23.0,30.0,36.0,45.0,51.0,54.0,58.0,68.0,81.0,98.0,109.0,123.0,134.0
210,,Nigeria,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,8.0,12.0,12.0,22.0,22.0,22.0,42.0,46.0,65.0,65.0,65.0,65.0,111.0,111.0,139.0,174.0
211,,Rwanda,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,7.0,11.0,11.0,11.0,17.0,17.0,36.0,40.0,41.0,50.0,54.0,60.0,70.0,70.0,75.0,82.0,84.0
212,,Togo,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,15.0,16.0,18.0,20.0,23.0,24.0,25.0,28.0,28.0,34.0,34.0,36.0,39.0
213,,Madagascar,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,13.0,19.0,19.0,24.0,26.0,26.0,37.0,46.0,53.0,53.0,65.0
214,,Kenya,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,7.0,7.0,7.0,7.0,15.0,16.0,25.0,25.0,25.0,25.0,25.0,25.0,38.0,50.0,81.0,110.0
215,,Congo,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,19.0,19.0,19.0,19.0,19.0,22.0,41.0
216,,Mali,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,9.0,18.0,18.0,18.0,18.0,28.0,28.0
217,,Ethiopia,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,5.0,5.0,6.0,9.0,9.0,9.0,11.0,11.0,12.0,12.0,12.0,16.0,16.0,21.0,23.0,26.0,26.0,31.0
218,,Zambia,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,13.0,16.0,16.0,35.0,35.0,36.0,39.0
219,,Uganda,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,9.0,9.0,14.0,14.0,14.0,14.0,33.0,33.0,33.0,44.0,44.0
220,,United Republic of Tanzania,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,6.0,6.0,6.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,19.0,19.0,20.0,20.0
221,,Niger,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,10.0,10.0,20.0,20.0,20.0,74.0,74.0
222,,Eswatini,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
223,,Guinea,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,8.0,8.0,16.0,16.0,16.0,30.0,52.0
224,,Mozambique,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0
225,,Namibia,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,13.0
226,,Gabon,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,18.0
227,,Seychelles,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0
228,,Benin,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,13.0,13.0
229,,Central African Republic,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0
230,,Equatorial Guinea,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,13.0,14.0,14.0,14.0,15.0
231,,Eritrea,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,15.0,20.0
232,,Cabo Verde,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
233,,Chad,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0
234,,Mauritania,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
235,,Zimbabwe,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0
236,,Gambia,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0
237,,Liberia,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0
238,,Angola,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,8.0,8.0
239,,Guinea-Bissau,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0
240,,Botswana,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0
241,,Burundi,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0
242,,Sierra Leone,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
243,,Malawi,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
244,,Runion,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,6.0,9.0,9.0,9.0,12.0,15.0,28.0,47.0,64.0,71.0,83.0,94.0,135.0,135.0,143.0,207.0,207.0,247.0,281.0,308.0
245,,Mayotte,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,4.0,4.0,11.0,14.0,24.0,30.0,35.0,50.0,50.0,50.0,82.0,82.0,101.0,116.0,128.0
246,Case on an international conveyance,Other,Other,,,,,,,,,,,,,,,,,20.0,61.0,64.0,64.0,70.0,135.0,175.0,174.0,218.0,218.0,355.0,454.0,454.0,542.0,621.0,634.0,634.0,634.0,695.0,691.0,691.0,705.0,705.0,705.0,706.0,706.0,706.0,706.0,706.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,697.0,697.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0
247,Confirmed,,Western Pacific Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91779.0,91845.0,92333.0,93349.0,94037.0,94787.0,95637.0,96580.0,97766.0,99058.0,100018.0,101443.0,102788.0,103775.0,104868.0,106422.0,107626.0,108930.0
248,Deaths,,Western Pacific Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3357.0,3357.0,3377.0,3405.0,3426.0,3438.0,3473.0,3502.0,3518.0,3540.0,3567.0,3592.0,3626.0,3649.0,3671.0,3701.0,3723.0,3760.0
249,Confirmed,,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64188.0,74760.0,87108.0,104591.0,128541.0,151293.0,171424.0,195509.0,220516.0,250287.0,286697.0,324343.0,361031.0,392815.0,423946.0,464212.0,503006.0,541808.0
250,Deaths,,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108.0,3352.0,4084.0,4899.0,6000.0,7425.0,8742.0,10189.0,11986.0,13950.0,16105.0,18740.0,21427.0,23962.0,26694.0,30089.0,33604.0,37103.0
251,Confirmed,,South-East Asia Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0,538.0,657.0,918.0,979.0,1257.0,1776.0,1990.0,2344.0,2536.0,2932.0,3085.0,3709.0,4084.0,4215.0,5175.0,5324.0,5881.0
252,Deaths,,South-East Asia Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,23.0,31.0,38.0,45.0,58.0,65.0,72.0,79.0,105.0,114.0,139.0,158.0,166.0,195.0,216.0,245.0
253,Confirmed,,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16786.0,18060.0,19518.0,20759.0,22355.0,23669.0,25375.0,27215.0,29631.0,32442.0,35249.0,38931.0,42777.0,46329.0,50349.0,54281.0,58168.0,62236.0
254,Deaths,,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.0,1010.0,1161.0,1312.0,1466.0,1596.0,1741.0,1877.0,2008.0,2162.0,2336.0,2508.0,2668.0,2813.0,2954.0,3115.0,3279.0,3438.0
255,Confirmed,,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4910.0,4979.0,9144.0,13271.0,18877.0,19685.0,37016.0,49444.0,60834.0,75712.0,81137.0,100314.0,120792.0,142081.0,163014.0,188751.0,216912.0,247473.0
256,Deaths,,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,68.0,119.0,178.0,235.0,252.0,465.0,565.0,813.0,1065.0,1176.0,1485.0,1973.0,2457.0,2836.0,3400.0,4565.0,5600.0
257,Confirmed,,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,233.0,367.0,473.0,572.0,739.0,990.0,1305.0,1664.0,1937.0,2419.0,2831.0,3004.0,3486.0,3786.0,4073.0,4702.0,5263.0
258,Deaths,,African Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,7.0,8.0,12.0,20.0,23.0,26.0,29.0,31.0,39.0,47.0,51.0,60.0,77.0,91.0,127.0,164.0
